id,cafe,dishname,price,meat,cat,stu_price,campus
1007,田园食堂,麻辣鸭腿,8,荤,份儿菜,8,工学部
1008,田园食堂,湘味鸭肠,8,荤,份儿菜,8,工学部
1009,田园食堂,川湘回锅肉,8,荤,份儿菜,8,工学部
1010,田园食堂,小炒猪头肉,8,荤,份儿菜,8,工学部
1011,田园食堂,川味香酥鸡,8,荤,份儿菜,8,工学部
1012,田园食堂,麻辣虎皮凤爪,8,荤,份儿菜,8,工学部
1013,田园食堂,豆角烧肉,8,荤,份儿菜,8,工学部
1034,田园食堂,鸡蛋火腿炒面,8,荤,套餐,8,工学部
1048,田园食堂,三鲜豆皮,8,荤,面点,8,工学部
1192,湖滨风味食堂,鸡蛋拉面,8,荤,面食,8,文理学部
1206,湖滨风味食堂,土豆拌面,8,素,面食,8,文理学部
1235,湖滨风味食堂,酸菜鱼片,8,荤,份儿菜,8,文理学部
1236,湖滨风味食堂,口水鸡,8,荤,份儿菜,8,文理学部
1237,湖滨风味食堂,干煸鸡,8,荤,份儿菜,8,文理学部
1238,湖滨风味食堂,香干回锅肉,8,荤,份儿菜,8,文理学部
1245,湖滨风味食堂,鸡蛋烩面,8,荤,面食,8,文理学部
1246,湖滨风味食堂,三鲜烩面,8,荤,面食,8,文理学部
1254,湖滨风味食堂,排骨汤,8,荤,汤羹,8,文理学部
1256,湖滨风味食堂,瘦肉夹馍,8,荤,小吃,8,文理学部
1257,湖滨风味食堂,牛肉夹馍,8,荤,小吃,8,文理学部
1316,湖滨风味食堂,鱼头鱼粉,8,荤,面食,8,文理学部
1317,湖滨风味食堂,鲜香玉米粉,8,荤,面食,8,文理学部
1318,湖滨风味食堂,鸡蛋西红柿粉,8,荤,面食,8,文理学部
1367,湖滨风味食堂珞珈面馆,蛋蛋炒面,8,荤,套餐,8,文理学部
1373,湖滨风味食堂珞珈面馆,鲜肉汤包,8,荤,面点,8,文理学部
1398,医学部食堂（一楼）,肉夹馍,8,荤,面点,8,医学部
1415,医学部食堂（一楼）,干烧鲫鱼,8,荤,份儿菜,5.6,医学部
1416,医学部食堂（一楼）,红烧瓦块鱼,8,荤,份儿菜,5.6,医学部
1562,桂园食堂,牛肉拉面,8,荤,面食,8,文理学部
1563,桂园食堂,牛肉刀削面,8,荤,面食,8,文理学部
1565,桂园食堂,牛肉干拌面,8,荤,面食,8,文理学部
1566,桂园食堂,素炒拉面,8,素,面食,8,文理学部
1576,桂园食堂,素烩面,8,素,面食,8,文理学部
1577,桂园食堂,素泡馍,8,素,面食,8,文理学部
1650,桂园食堂,手工牛肉蒸饺,8,荤,面点,8,文理学部
1652,桂园食堂,开封灌汤包,8,荤,面点,8,文理学部
1653,桂园食堂,雪花椰米包,8,素,面点,8,文理学部
1676,桂园食堂,重庆小面,8,荤,面食,8,文理学部
1677,桂园食堂,小鸡炖蘑菇面,8,荤,面食,8,文理学部
1774,枫园食堂,紫薯,8,素,面点,5.6,文理学部
1779,枫园食堂,馄饨,8,素,面食,5.6,文理学部
1782,枫园食堂,炸酱热干面,8,素,面食,5.6,文理学部
1783,枫园食堂,菌菇三鲜热干面,8,荤,面食,5.6,文理学部
1784,枫园食堂,番茄鸡蛋热干面,8,荤,面食,5.6,文理学部
1785,枫园食堂,蒜香鸭脯热干面,8,荤,面食,5.6,文理学部
1786,枫园食堂,黄焖鸡块热干面,8,荤,面食,5.6,文理学部
1789,枫园食堂,鲜肉白菜热干面,8,荤,面食,5.6,文理学部
1793,枫园食堂,番茄鸡蛋面,8,荤,面食,5.6,文理学部
1794,枫园食堂,菌菇三鲜面,8,荤,面食,5.6,文理学部
1795,枫园食堂,炸酱面,8,荤,面食,5.6,文理学部
1796,枫园食堂,蒜香鸭脯粉丝,8,荤,面食,5.6,文理学部
1797,枫园食堂,黄焖鸡米粉,8,荤,面食,5.6,文理学部
1806,梅园食堂,汤品,8,荤,汤羹,5.6,文理学部
1831,枫园风味食堂,咖喱鸡块,8,荤,套餐,8,文理学部
1835,枫园风味食堂,木耳炒肉片,8,荤,套餐,8,文理学部
1841,枫园风味食堂,鱼香肉丝,8,荤,套餐,8,文理学部
1860,枫园风味食堂,鸡肉丸汤,8,素,套餐,8,文理学部
1881,枫园风味食堂,鱼头渔粉（面）,8,荤,面食,8,文理学部
1882,枫园风味食堂,鲜香玉米粉（面),8,素,面食,8,文理学部
1907,枫园风味食堂,番茄鸡蛋饸饹面,8,素,面食,8,文理学部
1908,枫园风味食堂,三鲜饸饹面,8,荤,面食,8,文理学部
1909,枫园风味食堂,鸡肉饸饹面,8,荤,面食,8,文理学部
2006,工学部清真食堂,鸡蛋拉面,8,素,面食,8,工学部
2099,工学部一食堂,牛肉粉,8,荤,面食,8,工学部
2133,工学部一食堂,特色牛肉粉,8,荤,面食,8,工学部
2199,桂园小食,鸡蛋炒年糕,8,素,套餐,8,文理学部
2200,桂园小食,韩式炒年糕,8,素,套餐,8,文理学部
2202,桂园小食,香蕉飞饼,8,素,小吃,8,文理学部
2203,桂园小食,菠萝飞饼,8,素,小吃,8,文理学部
2204,桂园小食,葡萄飞饼,8,素,小吃,8,文理学部
2214,桂园小食,鸡蛋火腿飞饼,8,荤,小吃,8,文理学部
2215,桂园小食,老干妈鸡蛋飞饼,8,荤,小吃,8,文理学部
2216,桂园小食,老干妈火腿飞饼,8,荤,小吃,8,文理学部
2238,桂园小食,泡椒鸭血砂锅粉,8,荤,套餐,8,文理学部
2270,桂园清真食堂,老干妈鸡蛋炒饭,8,荤,套餐,8,文理学部
2274,桂园清真食堂,咖喱鸡蛋炒饭,8,荤,套餐,8,文理学部
2279,桂园清真食堂,鸡肉炒饭,8,荤,套餐,8,文理学部
2282,桂园清真食堂,牛肉拉面,8,荤,面食,8,文理学部
2285,桂园清真食堂,牛肉刀削面,8,荤,面食,8,文理学部
2358,桂园美食城,扬州炒饭,8,荤,套餐,8,文理学部
2359,桂园美食城,咖喱鸡丁炒饭,8,荤,套餐,8,文理学部
2365,桂园美食城,茄汁肉末意面,8,荤,套餐,8,文理学部
2378,枫园风味食堂,葱油拌面,8,素,面食,8,文理学部
2387,枫园风味食堂,青菜火腿粉/面/豆丝,8,荤,面食,8,文理学部
2393,枫园风味食堂,蟹排三鲜粉/面/豆丝,8,荤,面食,8,文理学部
2405,枫园风味食堂,炸酱面,8,素,面食,8,文理学部
2409,枫园风味食堂,三鲜面,8,素,面食,8,文理学部
2420,枫园风味食堂,油泼辣子面,8,素,面食,8,文理学部
2429,医学部食堂（一楼）,排骨莲藕汤,8,荤,汤羹,5.6,医学部
2430,医学部食堂（一楼）,百合莲子瘦肉汤,8,荤,汤羹,5.6,医学部
2431,医学部食堂（一楼）,海带排骨汤,8,荤,汤羹,5.6,医学部
2432,医学部食堂（一楼）,冬瓜老鸭汤,8,荤,汤羹,5.6,医学部
2433,医学部食堂（一楼）,胡萝卜排骨玉米汤,8,荤,汤羹,5.6,医学部
2434,医学部食堂（一楼）,山药排骨汤,8,荤,汤羹,5.6,医学部
2435,医学部食堂（一楼）,冬瓜丸子汤,8,荤,汤羹,5.6,医学部
2436,医学部食堂（一楼）,红枣玉米鸡汤,8,荤,汤羹,5.6,医学部
2437,医学部食堂（一楼）,粉丝香菇鸡汤,8,荤,汤羹,5.6,医学部
2438,医学部食堂（一楼）,白萝卜排骨汤,8,荤,汤羹,5.6,医学部
2465,枫园风味食堂,青菜炒面,8,素,面食,8,文理学部
2545,医学部食堂（二楼）,干煸叼子鱼,8,荤,份儿菜,8,医学部
2549,医学部食堂（二楼）,土豆烧排骨,8,荤,份儿菜,8,医学部
2598,医学部食堂（二楼）,秘制老干妈鸡蛋炒饭,8,素,套餐,8,医学部
2615,医学部食堂（二楼）,虾仁小馄饨,8,荤,面食,8,医学部
2632,工学部二食堂（水苑）,油泼辣子面,8,素,面食,8,工学部
2650,工学部二食堂（水苑）,青菜炒面,8,素,面食,8,工学部
2660,工学部二食堂（水苑）,酱香面,8,素,面食,8,工学部
2669,工学部二食堂（水苑）,担担粉（面）,8,荤,面食,8,工学部
2671,工学部二食堂（水苑）,炸酱粉（面）,8,荤,面食,8,工学部
2688,工学部二食堂（水苑）,冷面+鸡蛋+鸡排,8,荤,小吃,8,工学部
2689,工学部二食堂（水苑）,冷面+鸡蛋+鸡柳,8,荤,小吃,8,工学部
2699,工学部二食堂（水苑）,煎饼+鸡蛋+鸡排,8,荤,小吃,8,工学部
2700,工学部二食堂（水苑）,煎饼+鸡蛋+鸡柳,8,荤,小吃,8,工学部
2712,工学部二食堂（水苑）,饭团+鸡排,8,荤,小吃,8,工学部
2717,工学部二食堂（水苑）,饭团+鸡柳,8,荤,小吃,8,工学部
2732,工学部二食堂（水苑）,核桃露,8,素,汤羹,8,工学部
2766,工学部二食堂（水苑）,土匪猪肝,8,荤,份儿菜,8,工学部
2768,工学部二食堂（水苑）,一荤两素套餐,8,荤,套餐,8,工学部
2788,工学部二食堂（水苑）,鱼头渔粉,8,荤,面食,8,工学部
2795,工学部二食堂（水苑）,鲜香玉米粉（面）,8,素,面食,8,工学部
2818,工学部二食堂（水苑）,肉沫豆腐面（粉）,8,荤,面食,8,工学部
2820,工学部二食堂（水苑）,老干妈杂酱面（粉）,8,素,面食,8,工学部
3005,梅园食堂,MYEI3006,8,荤,份儿菜,5.6,文理学部
3006,梅园食堂,MYEI3007,8,荤,份儿菜,5.6,文理学部
3007,梅园食堂,MYEI3008,8,荤,份儿菜,5.6,文理学部
3008,梅园食堂,MYEI3009,8,荤,份儿菜,5.6,文理学部
3009,梅园食堂,MYEI3010,8,素,份儿菜,5.6,文理学部
3039,梅园食堂,MYEI3040,8,荤,份儿菜,5.6,文理学部
3040,梅园食堂,MYEI3041,8,荤,份儿菜,5.6,文理学部
3041,梅园食堂,MYEI3042,8,荤,份儿菜,5.6,文理学部
3,信息学部三食堂,鸡蛋里脊烤冷面,7.5,荤,小吃,7.5,信息学部
4,信息学部三食堂,鸡蛋培根烤冷面,7.5,荤,小吃,7.5,信息学部
16,信息学部三食堂,鸡蛋里脊煎饼,7.5,荤,小吃,7.5,信息学部
17,信息学部三食堂,鸡蛋培根煎饼,7.5,荤,小吃,7.5,信息学部
284,信息学部三食堂,鸡蛋里脊手抓饼,7.5,荤,面点,7.5,信息学部
1133,湖滨食堂,扬州炒饭,7.5,荤,面食,5.25,文理学部
1134,湖滨食堂,肉丝炒粉（面）,7.5,荤,面食,5.25,文理学部
1560,桂园食堂,鸡蛋拉面,7.5,荤,面食,7.5,文理学部
1561,桂园食堂,鸡蛋刀削面,7.5,荤,面食,7.5,文理学部
1814,梅园食堂,炒饭自选,7.5,素,面食,5.25,文理学部
1949,桂园食堂,鸡翅包饭,7.5,荤,小吃,7.5,文理学部
1160,湖滨食堂,炸酱面,7.2,荤,面食,5.6,文理学部
1161,湖滨食堂,担担面,7.2,荤,面食,5.6,文理学部
1162,湖滨食堂,三鲜面,7.2,荤,面食,5.6,文理学部
2,信息学部三食堂,鸡蛋火腿烤冷面,7,荤,小吃,7,信息学部
15,信息学部三食堂,鸡蛋火腿煎饼,7,荤,小吃,7,信息学部
51,信息学部三食堂,烤鸡腿饭,7,荤,套餐,7,信息学部
86,信息学部三食堂,玉米鸡蛋炒饭,7,荤,套餐,7,信息学部
111,信息学部三食堂,老干妈鸡蛋炒粉,7,素,套餐,7,信息学部
156,信息学部三食堂,三鲜盖面,7,荤,面食,7,信息学部
157,信息学部三食堂,炸酱盖面,7,荤,面食,7,信息学部
158,信息学部三食堂,鸡肉盖面,7,荤,面食,7,信息学部
199,信息学部三食堂,鲜肉汽水包,7,荤,面点,7,信息学部
210,信息学部三食堂,鱼丸拉面,7,荤,面食,7,信息学部
211,信息学部三食堂,鸡肉拉面,7,荤,面食,7,信息学部
220,信息学部三食堂,香辣肥肠刀削面,7,荤,面食,7,信息学部
221,信息学部三食堂,鸡肉刀削面,7,荤,面食,7,信息学部
230,信息学部三食堂,鱼丸米粉,7,荤,面食,7,信息学部
231,信息学部三食堂,鸡肉米粉,7,荤,面食,7,信息学部
240,信息学部三食堂,鱼丸宽粉,7,荤,面食,7,信息学部
241,信息学部三食堂,鸡肉宽粉,7,荤,面食,7,信息学部
250,信息学部三食堂,鸡丝酸辣粉,7,荤,面食,7,信息学部
269,信息学部三食堂,麻辣饺子,7,荤,面食,7,信息学部
295,信息学部三食堂,炸酱热干面,7,素,面食,7,信息学部
300,信息学部三食堂,外婆菜肉沫热干面,7,荤,面食,7,信息学部
318,信息学部三食堂,外婆菜肉沫汤面,7,荤,面食,7,信息学部
319,信息学部三食堂,炸酱汤面,7,荤,面食,7,信息学部
373,信息学部三食堂,牛肉酱拌面,7,荤,面食,7,信息学部
374,信息学部三食堂,香菇肉酱拌面,7,荤,面食,7,信息学部
390,信息学部二食堂（一楼）,菠萝肉片,7,荤,份儿菜,4.9,信息学部
391,信息学部二食堂（一楼）,冬笋肉丝,7,荤,份儿菜,4.9,信息学部
392,信息学部二食堂（一楼）,青豆米炒鱼丁,7,荤,份儿菜,4.9,信息学部
393,信息学部二食堂（一楼）,双冬肉片,7,荤,份儿菜,4.9,信息学部
394,信息学部二食堂（一楼）,手撕鸡,7,荤,份儿菜,4.9,信息学部
481,信息学部二食堂（一楼）,干烧鲫鱼,7,荤,份儿菜,4.9,信息学部
482,信息学部二食堂（一楼）,红烧鱼块,7,荤,份儿菜,4.9,信息学部
483,信息学部二食堂（一楼）,麻辣鸭块,7,荤,份儿菜,4.9,信息学部
484,信息学部二食堂（一楼）,鹌鹑蛋烧肉,7,荤,份儿菜,4.9,信息学部
485,信息学部二食堂（一楼）,葱烧武昌鱼,7,荤,份儿菜,4.9,信息学部
486,信息学部二食堂（一楼）,干烧咖喱鸡,7,荤,份儿菜,4.9,信息学部
506,信息学部二食堂（一楼）,西式奶油玉米羹,7,素,汤羹,4.9,信息学部
507,信息学部二食堂（一楼）,冬瓜海鲜汤,7,荤,汤羹,4.9,信息学部
508,信息学部二食堂（一楼）,萝卜老鸭汤,7,荤,汤羹,4.9,信息学部
509,信息学部二食堂（一楼）,高汤煨时蔬,7,素,汤羹,4.9,信息学部
519,信息学部二食堂（一楼）,南乳粉蒸肉,7,荤,份儿菜,4.9,信息学部
520,信息学部二食堂（一楼）,梅菜扣肉,7,荤,份儿菜,4.9,信息学部
521,信息学部二食堂（一楼）,湘式蒸宛鱼块,7,荤,份儿菜,4.9,信息学部
522,信息学部二食堂（一楼）,腊味合蒸,7,荤,份儿菜,4.9,信息学部
523,信息学部二食堂（一楼）,蒸腊肠,7,荤,份儿菜,4.9,信息学部
524,信息学部二食堂（一楼）,香干蒸夹肉,7,荤,份儿菜,4.9,信息学部
525,信息学部二食堂（一楼）,香菇蒸肉元,7,荤,份儿菜,4.9,信息学部
526,信息学部二食堂（一楼）,海鲜蒸蛋,7,荤,份儿菜,4.9,信息学部
527,信息学部二食堂（一楼）,泰式菠萝蒸糯米,7,荤,份儿菜,4.9,信息学部
528,信息学部二食堂（一楼）,豉椒蒸虎皮凤爪,7,荤,份儿菜,4.9,信息学部
529,信息学部二食堂（一楼）,清蒸狮子头,7,荤,份儿菜,4.9,信息学部
530,信息学部二食堂（一楼）,粤式卷心菜包肉,7,荤,份儿菜,4.9,信息学部
561,信息学部二食堂（一楼）,黄陂肉酥丸子,7,荤,份儿菜,4.9,信息学部
562,信息学部二食堂（一楼）,香煎武昌鱼,7,荤,份儿菜,4.9,信息学部
563,信息学部二食堂（一楼）,小天使鸡排,7,荤,份儿菜,4.9,信息学部
564,信息学部二食堂（一楼）,小鱼小虾,7,荤,份儿菜,4.9,信息学部
565,信息学部二食堂（一楼）,火焰串串杯,7,荤,份儿菜,4.9,信息学部
566,信息学部二食堂（一楼）,香酥带鱼段,7,荤,份儿菜,4.9,信息学部
567,信息学部二食堂（一楼）,干煸泥鳅,7,荤,份儿菜,4.9,信息学部
568,信息学部二食堂（一楼）,香酥鸭,7,荤,份儿菜,4.9,信息学部
569,信息学部二食堂（一楼）,干锅手撕鸡,7,荤,份儿菜,4.9,信息学部
570,信息学部二食堂（一楼）,功夫鱼片,7,荤,份儿菜,4.9,信息学部
571,信息学部二食堂（一楼）,小份烤鱼,7,荤,份儿菜,4.9,信息学部
667,信息学部二食堂（一楼）,金汤龙利鱼,7,荤,份儿菜,4.9,信息学部
668,信息学部二食堂（一楼）,海鲜泡椒鱼,7,荤,份儿菜,4.9,信息学部
669,信息学部二食堂（一楼）,毛血旺,7,荤,份儿菜,4.9,信息学部
670,信息学部二食堂（一楼）,蕃茄鱼,7,荤,份儿菜,4.9,信息学部
671,信息学部二食堂（一楼）,水煮豆花牛肉,7,荤,份儿菜,4.9,信息学部
672,信息学部二食堂（一楼）,玉米炖排骨,7,荤,份儿菜,4.9,信息学部
673,信息学部二食堂（一楼）,酸汤肥牛,7,荤,份儿菜,4.9,信息学部
674,信息学部二食堂（一楼）,水煮肉片,7,荤,份儿菜,4.9,信息学部
682,信息学部二食堂（一楼）,馄饨,7,荤,面食,4.9,信息学部
686,信息学部民族食堂,辛拉面,7,荤,面食,7,信息学部
695,信息学部一食堂珞珈面馆,鲜嫩肉丝煲,7,荤,面食,7,信息学部
696,信息学部一食堂珞珈面馆,猪肝煲,7,荤,面食,7,信息学部
698,信息学部一食堂珞珈面馆,雪菜鸡丝煲,7,荤,面食,7,信息学部
699,信息学部一食堂珞珈面馆,肉丝煲,7,荤,面食,7,信息学部
700,信息学部一食堂珞珈面馆,猪肝煲,7,荤,面食,7,信息学部
721,信息学部一食堂珞珈面馆,重庆酸辣粉,7,素,面食,7,信息学部
767,星湖园食堂,抄手,7,荤,面食,7,信息学部
769,星湖园食堂,酸辣苕粉,7,素,面食,7,信息学部
779,星湖园食堂,土豆鸡块粉,7,荤,面食,7,信息学部
783,星湖园食堂,榨菜肉丝面,7,荤,面食,7,信息学部
784,星湖园食堂,酸菜肉丝面,7,荤,面食,7,信息学部
791,星湖园食堂,鸡蛋肉丝炒饭,7,荤,套餐,7,信息学部
792,星湖园食堂,鸡蛋热狗肠炒饭,7,荤,套餐,7,信息学部
793,星湖园食堂,鸡丁炒饭,7,荤,套餐,7,信息学部
871,星湖园食堂,烧卖,7,素,面点,7,信息学部
936,田园食堂,红枣枸杞老鸡汤,7,荤,汤羹,7,工学部
937,田园食堂,大骨藕汤,7,荤,汤羹,7,工学部
939,田园食堂,捞汁卤肉,7,荤,份儿菜,7,工学部
1033,田园食堂,鸡蛋炒面,7,素,套餐,7,工学部
1040,田园食堂,香菇汤包,7,荤,面点,7,工学部
1061,田园食堂,鸭血粉丝,7,荤,面食,7,工学部
1064,田园食堂,香菇拌面,7,素,面食,7,工学部
1163,湖滨食堂,酸菜肉丝面,7,荤,面食,4.9,文理学部
1164,湖滨食堂,手工水饺,7,荤,面食,4.9,文理学部
1165,湖滨食堂,海鲜拌面,7,荤,面食,4.9,文理学部
1231,湖滨风味食堂,糖醋里脊,7,荤,份儿菜,7,文理学部
1232,湖滨风味食堂,红烧鸭腿,7,荤,份儿菜,7,文理学部
1233,湖滨风味食堂,土豆烧鸡腿,7,荤,份儿菜,7,文理学部
1234,湖滨风味食堂,辣子鸡,7,荤,份儿菜,7,文理学部
1244,湖滨风味食堂,素烩面,7,素,面食,7,文理学部
1366,湖滨风味食堂珞珈面馆,鸡蛋炒饭（粉）,7,荤,套餐,7,文理学部
1369,湖滨风味食堂珞珈面馆,山东煎饼果子,7,素,小吃,7,文理学部
1564,桂园食堂,素干拌面,7,素,面食,7,文理学部
1602,桂园食堂,脆皮鸡翅,7,荤,小吃,7,文理学部
1603,桂园食堂,香辣鸡翅根,7,荤,小吃,7,文理学部
1621,桂园食堂,东坡肉,7,荤,套餐,7,文理学部
1622,桂园食堂,毛血旺,7,荤,套餐,7,文理学部
1623,桂园食堂,梅菜扣肉,7,荤,套餐,7,文理学部
1624,桂园食堂,辣子鸡块,7,荤,套餐,7,文理学部
1625,桂园食堂,糖醋里脊,7,荤,套餐,7,文理学部
1626,桂园食堂,三鲜丸子,7,荤,套餐,7,文理学部
1627,桂园食堂,芹菜炒鸡尾虾,7,荤,套餐,7,文理学部
1628,桂园食堂,青豆炒鸡丁,7,荤,套餐,7,文理学部
1629,桂园食堂,黑椒蒙古牛肉,7,荤,套餐,7,文理学部
1630,桂园食堂,甜美松花鱼,7,荤,套餐,7,文理学部
1631,桂园食堂,爆炒腿条肉,7,荤,套餐,7,文理学部
1632,桂园食堂,劲脆鸡排,7,荤,小吃,7,文理学部
1654,桂园食堂,香甜奶黄包,7,素,面点,7,文理学部
1656,桂园食堂,香橙卷,7,素,面点,7,文理学部
1678,桂园食堂,酸菜鱼面,7,荤,面食,7,文理学部
1679,桂园食堂,麻辣鸡杂盖面,7,荤,面食,7,文理学部
1759,枫园食堂,炒粉,7,素,面食,4.9,文理学部
1761,枫园食堂,炒饭,7,素,面食,4.9,文理学部
1890,枫园风味食堂,重庆小面,7,荤,面食,7,文理学部
2021,工学部清真食堂,肉夹馍,7,荤,面点,7,工学部
2129,工学部一食堂,酸辣手工面,7,素,面食,7,工学部
2130,工学部一食堂,蟹排三鲜手工面,7,荤,面食,7,工学部
2131,工学部一食堂,鱼丸三鲜手工面,7,荤,面食,7,工学部
2132,工学部一食堂,榨菜肉丝手工面,7,荤,面食,7,工学部
2212,桂园小食,鸡蛋飞饼,7,素,小吃,7,文理学部
2213,桂园小食,火腿飞饼,7,荤,小吃,7,文理学部
2278,桂园清真食堂,鸡蛋炒饭,7,荤,套餐,7,文理学部
2284,桂园清真食堂,鸡蛋拉面,7,素,面食,7,文理学部
2287,桂园清真食堂,鸡蛋刀削面,7,素,面食,7,文理学部
2338,桂园美食城,新农炸酱面,7,素,面食,7,文理学部
2340,桂园美食城,鸡丝口水面,7,荤,面食,7,文理学部
2344,桂园美食城,新农碗炸面,7,素,面食,7,文理学部
2345,桂园美食城,麻辣鸡丝面,7,荤,面食,7,文理学部
2374,枫园风味食堂,酸辣粉,7,素,面食,7,文理学部
2406,枫园风味食堂,榨菜肉丝面,7,荤,面食,7,文理学部
2407,枫园风味食堂,西红柿鸡蛋面,7,素,面食,7,文理学部
2410,枫园风味食堂,海带豆腐面,7,素,面食,7,文理学部
2455,枫园风味食堂,麻辣砂锅面,7,素,面食,7,文理学部
2614,医学部食堂（二楼）,鸡汤小馄饨,7,荤,面食,7,医学部
2641,工学部二食堂（水苑）,麻辣砂锅面,7,素,面食,7,工学部
2661,工学部二食堂（水苑）,榨菜肉丝面（细面）,7,荤,面食,7,工学部
2662,工学部二食堂（水苑）,鸡蛋汤面,7,荤,面食,7,工学部
2667,工学部二食堂（水苑）,酸辣粉（面）,7,素,面食,7,工学部
2668,工学部二食堂（水苑）,三鲜粉（面）,7,素,面食,7,工学部
2670,工学部二食堂（水苑）,鸡蛋粉（面）,7,素,面食,7,工学部
2684,工学部二食堂（水苑）,冷面+鸡蛋+里脊,7,荤,小吃,7,工学部
2685,工学部二食堂（水苑）,冷面+鸡蛋+培根,7,荤,小吃,7,工学部
2686,工学部二食堂（水苑）,冷面+鸡蛋+肉松,7,荤,小吃,7,工学部
2687,工学部二食堂（水苑）,冷面+鸡蛋+香肠,7,荤,小吃,7,工学部
2696,工学部二食堂（水苑）,煎饼+鸡蛋+香肠,7,荤,小吃,7,工学部
2697,工学部二食堂（水苑）,煎饼+鸡蛋+里脊,7,荤,小吃,7,工学部
2698,工学部二食堂（水苑）,煎饼+鸡蛋+培根,7,荤,小吃,7,工学部
2708,工学部二食堂（水苑）,饭团+香肠,7,荤,小吃,7,工学部
2709,工学部二食堂（水苑）,饭团+里脊,7,荤,小吃,7,工学部
2710,工学部二食堂（水苑）,饭团+培根,7,荤,小吃,7,工学部
2711,工学部二食堂（水苑）,饭团+肉松,7,荤,小吃,7,工学部
2773,工学部二食堂（水苑）,鸡蛋火腿炒饭,7,荤,套餐,7,工学部
2774,工学部二食堂（水苑）,老干妈外婆菜炒饭,7,荤,套餐,7,工学部
2817,工学部二食堂（水苑）,阳春面（粉）,7,素,面食,7,工学部
2826,工学部二食堂（水苑）,番茄鸡蛋面,7,素,面食,7,工学部
2828,工学部二食堂（水苑）,三鲜面（粉）,7,素,面食,7,工学部
2838,工学部二食堂（水苑）,酱香饼,7,素,小吃,7,工学部
2907,湖滨食堂,HBSEV2908,7,荤,份儿菜,4.9,文理学部
2908,湖滨食堂,HBSEV2909,7,荤,份儿菜,4.9,文理学部
2909,湖滨食堂,HBSEV2910,7,素,份儿菜,4.9,文理学部
2910,湖滨食堂,HBSEV2911,7,素,份儿菜,4.9,文理学部
2911,湖滨食堂,HBSEV2912,7,素,份儿菜,4.9,文理学部
2912,湖滨食堂,HBSEV2913,7,素,份儿菜,4.9,文理学部
2913,湖滨食堂,HBSEV2914,7,素,份儿菜,4.9,文理学部
2914,湖滨食堂,HBSEV2915,7,素,份儿菜,4.9,文理学部
2915,湖滨食堂,HBSEV2916,7,素,份儿菜,4.9,文理学部
2916,湖滨食堂,HBSEV2917,7,素,份儿菜,4.9,文理学部
2917,湖滨食堂,HBSEV2918,7,素,份儿菜,4.9,文理学部
2933,湖滨食堂,HBSEV2934,7,荤,份儿菜,4.9,文理学部
2934,湖滨食堂,HBSEV2935,7,荤,份儿菜,4.9,文理学部
2935,湖滨食堂,HBSEV2936,7,荤,份儿菜,4.9,文理学部
2936,湖滨食堂,HBSEV2937,7,荤,份儿菜,4.9,文理学部
2937,湖滨食堂,HBSEV2938,7,荤,份儿菜,4.9,文理学部
2938,湖滨食堂,HBSEV2939,7,荤,份儿菜,4.9,文理学部
2939,湖滨食堂,HBSEV2940,7,荤,份儿菜,4.9,文理学部
2956,枫园食堂,FYSEV2957,7,荤,份儿菜,4.9,文理学部
2957,枫园食堂,FYSEV2958,7,荤,份儿菜,4.9,文理学部
2958,枫园食堂,FYSEV2959,7,荤,份儿菜,4.9,文理学部
2959,枫园食堂,FYSEV2960,7,荤,份儿菜,4.9,文理学部
2960,枫园食堂,FYSEV2961,7,荤,份儿菜,4.9,文理学部
2961,枫园食堂,FYSEV2962,7,荤,份儿菜,4.9,文理学部
2962,枫园食堂,FYSEV2963,7,荤,份儿菜,4.9,文理学部
2963,枫园食堂,FYSEV2964,7,荤,份儿菜,4.9,文理学部
2964,枫园食堂,FYSEV2965,7,荤,份儿菜,4.9,文理学部
3112,梅园食堂,MYSEV3113,7,素,份儿菜,4.9,文理学部
3113,梅园食堂,MYSEV3114,7,素,份儿菜,4.9,文理学部
3114,梅园食堂,MYSEV3115,7,素,份儿菜,4.9,文理学部
1449,桂园食堂,白切鸡,6.9,荤,份儿菜,6,文理学部
1450,桂园食堂,白切肉,6.9,荤,份儿菜,6,文理学部
1452,桂园食堂,糖醋里脊,6.9,荤,份儿菜,6,文理学部
1453,桂园食堂,孜然鸡片,6.9,荤,份儿菜,6,文理学部
1454,桂园食堂,黄焖肉丸,6.9,荤,份儿菜,6,文理学部
1532,桂园食堂,黄豆炖猪手,6.9,荤,份儿菜,6,文理学部
1533,桂园食堂,板栗烧仔鸡,6.9,荤,份儿菜,6,文理学部
1948,桂园食堂,炸金针菇,6.5,荤,小吃,6.5,文理学部
2139,工学部一食堂,鸭血刀削面,6.5,荤,面食,6.5,工学部
2140,工学部一食堂,炸酱刀削面,6.5,素,面食,6.5,工学部
2141,工学部一食堂,榨菜肉丝刀削面,6.5,荤,面食,6.5,工学部
2142,工学部一食堂,酸辣刀削面,6.5,素,面食,6.5,工学部
2143,工学部一食堂,蟹排三鲜刀削面,6.5,荤,面食,6.5,工学部
2144,工学部一食堂,鱼丸三鲜刀削面,6.5,荤,面食,6.5,工学部
2145,工学部一食堂,酸菜肉沫刀削面,6.5,荤,面食,6.5,工学部
2404,枫园风味食堂,阳春面,6.5,素,面食,6.5,文理学部
