id,cafe,dishname,price,meat,cat,stu_price,campus
1195,湖滨风味食堂,酸菜牛肉面,12,荤,面食,12,文理学部
1202,湖滨风味食堂,羊肉抓饭,12,荤,套餐,12,文理学部
1207,湖滨风味食堂,香辣鸡拌面,12,荤,面食,12,文理学部
1209,湖滨风味食堂,青椒肉片拌面,12,荤,面食,12,文理学部
1213,湖滨风味食堂,牛肉炒面,12,荤,面食,12,文理学部
1214,湖滨风味食堂,牛肉炒刀削,12,荤,面食,12,文理学部
1251,湖滨风味食堂,牛肉拌面,12,荤,面食,12,文理学部
1278,湖滨风味食堂,香菇滑鸡烫饭,12,荤,套餐,12,文理学部
1279,湖滨风味食堂,皮蛋肉丝烫饭,12,荤,套餐,12,文理学部
1328,湖滨风味食堂,香辣肥肠粉,12,荤,面食,12,文理学部
1329,湖滨风味食堂,麻辣牛肉粉,12,荤,面食,12,文理学部
1330,湖滨风味食堂,豆豉鱼粉,12,荤,面食,12,文理学部
1331,湖滨风味食堂,花甲粉,12,荤,面食,12,文理学部
1332,湖滨风味食堂,招牌肉片粉,12,荤,面食,12,文理学部
1333,湖滨风味食堂,酸辣小酥肉粉,12,荤,面食,12,文理学部
1334,湖滨风味食堂,香辣牛肚粉,12,荤,面食,12,文理学部
1346,湖滨风味食堂珞珈面馆,鱼片砂锅,12,荤,面食,12,文理学部
1350,湖滨风味食堂珞珈面馆,猪肝肉丝砂锅,12,荤,面食,12,文理学部
1351,湖滨风味食堂珞珈面馆,麻辣砂锅,12,荤,面食,12,文理学部
1353,湖滨风味食堂珞珈面馆,开心花甲砂锅,12,荤,面食,12,文理学部
1357,湖滨风味食堂珞珈面馆,香辣肥肠面,12,荤,面食,12,文理学部
1361,湖滨风味食堂珞珈面馆,牛肉热干面,12,荤,面食,12,文理学部
1368,湖滨风味食堂珞珈面馆,炒意大利面,12,荤,套餐,12,文理学部
1396,医学部食堂（一楼）,牛肉水饺,12,荤,面点,12,医学部
1397,医学部食堂（一楼）,鸡肉水饺,12,荤,面点,12,医学部
1634,桂园食堂,招牌牛肉饭,12,荤,套餐,12,文理学部
1640,桂园食堂,咖喱烧鸡饭,12,荤,套餐,12,文理学部
1642,桂园食堂,黑椒鸡柳饭,12,荤,套餐,12,文理学部
1643,桂园食堂,宫保鸡丁饭,12,荤,套餐,12,文理学部
1684,桂园食堂,红烧排骨面,12,荤,小吃,12,文理学部
1685,桂园食堂,酱香牛肉面,12,荤,小吃,12,文理学部
1688,桂园食堂,牛腩炖萝卜面,12,荤,面食,12,文理学部
1689,桂园食堂,牛腩炖番茄面,12,荤,面食,12,文理学部
1704,桂园食堂,肥肠粉,12,荤,面食,12,文理学部
1705,桂园食堂,牛肉粉,12,荤,面食,12,文理学部
1706,桂园食堂,牛杂粉,12,荤,面食,12,文理学部
1787,枫园食堂,牛肉热干面,12,荤,面食,8.4,文理学部
1788,枫园食堂,牛杂热干面,12,荤,面食,8.4,文理学部
1798,枫园食堂,牛肉米粉,12,荤,面食,8.4,文理学部
1799,枫园食堂,牛杂宽粉,12,荤,面食,8.4,文理学部
1800,枫园食堂,排骨面,12,荤,面食,8.4,文理学部
1817,枫园风味食堂,照烧鸭脯饭,12,荤,套餐,12,文理学部
1820,枫园风味食堂,照烧鸡排饭,12,荤,套餐,12,文理学部
1828,枫园风味食堂,照烧面筋饭,12,荤,套餐,12,文理学部
1829,枫园风味食堂,咖喱牛肉,12,荤,套餐,12,文理学部
1830,枫园风味食堂,干煸泥鳅,12,荤,套餐,12,文理学部
1843,枫园风味食堂,萝卜炖牛腩,12,荤,套餐,12,文理学部
1900,枫园风味食堂,牛肉刀削面,12,荤,面食,12,文理学部
1901,枫园风味食堂,羊肉饸饹面,12,荤,面食,12,文理学部
1902,枫园风味食堂,鸭肠饸饹面,12,荤,面食,12,文理学部
2012,工学部清真食堂,牛肉饺子,12,荤,面食,12,工学部
2013,工学部清真食堂,番茄鸡蛋盖浇面,12,素,面食,12,工学部
2018,工学部清真食堂,番茄鸡蛋盖浇饭,12,荤,套餐,12,工学部
2023,工学部清真食堂,兰州炒饭,12,荤,套餐,12,工学部
2025,工学部清真食堂,手切拌面,12,荤,面食,12,工学部
2026,工学部清真食堂,大盘鸡拌面,12,荤,面食,12,工学部
2027,工学部清真食堂,干煸炒面,12,荤,面食,12,工学部
2028,工学部清真食堂,丁丁炒面,12,荤,面食,12,工学部
2037,工学部清真食堂,大盘鸡拌面,12,荤,面食,12,工学部
2040,工学部清真食堂,干拌炒面,12,荤,面食,12,工学部
2046,工学部清真食堂,酸辣炒米粉,12,荤,面食,12,工学部
2050,工学部清真食堂,酸辣炒年糕,12,荤,套餐,12,工学部
2148,桂园小食,白切鸡饭,12,荤,套餐,12,文理学部
2152,桂园小食,香菇滑鸡饭,12,荤,套餐,12,文理学部
2153,桂园小食,辣味双拼饭,12,荤,套餐,12,文理学部
2154,桂园小食,五香卤鸡腿饭,12,荤,套餐,12,文理学部
2155,桂园小食,脆皮鸡腿饭,12,荤,套餐,12,文理学部
2157,桂园小食,蜜汁翅中饭,12,荤,套餐,12,文理学部
2179,桂园小食,肥肠炒饭,12,荤,套餐,12,文理学部
2180,桂园小食,紫菜肉片,12,荤,套餐,12,文理学部
2188,桂园小食,鸭蛋香肠炒饭,12,荤,套餐,12,文理学部
2189,桂园小食,香菇肉片炒饭,12,荤,套餐,12,文理学部
2191,桂园小食,雪里红肉丝炒饭,12,荤,套餐,12,文理学部
2195,桂园小食,玉米肠蛋炒饭,12,荤,套餐,12,文理学部
2197,桂园小食,鸡蛋肉丝炒粉面,12,荤,套餐,12,文理学部
2230,桂园小食,腰花砂锅粉,12,荤,面食,12,文理学部
2260,桂园清真食堂,红烧牛肉盖浇饭,12,荤,套餐,12,文理学部
2261,桂园清真食堂,红烧鸡块盖浇饭,12,荤,套餐,12,文理学部
2262,桂园清真食堂,孜然牛肉盖浇饭,12,荤,套餐,12,文理学部
2281,桂园清真食堂,牛肉饺子,12,荤,面食,12,文理学部
2295,桂园清真食堂,羊肉烩面,12,荤,面食,12,文理学部
2297,桂园清真食堂,羊肉泡馍,12,荤,面食,12,文理学部
2302,桂园清真食堂,羊肉炮仗面,12,荤,面食,12,文理学部
2306,桂园清真食堂,牛肉炒面片,12,荤,面食,12,文理学部
2308,桂园清真食堂,牛肉水饺,12,荤,面食,12,文理学部
2329,桂园清真食堂,番茄鸡蛋汤,12,素,汤羹,12,文理学部
2341,桂园美食城,新农秘制牛肉面,12,荤,面食,12,文理学部
2342,桂园美食城,新农秘制牛杂面,12,荤,面食,12,文理学部
2348,桂园美食城,白斩鸡煲仔饭,12,荤,套餐,12,文理学部
2349,桂园美食城,黑椒鸡排煲仔饭,12,荤,套餐,12,文理学部
2350,桂园美食城,青椒肉丝煲仔饭,12,荤,套餐,12,文理学部
2353,桂园美食城,熏茶鹅煲仔饭,12,荤,套餐,12,文理学部
2354,桂园美食城,黑椒蒙古肉煲仔饭,12,荤,套餐,12,文理学部
2355,桂园美食城,香菇肉片煲仔饭,12,荤,套餐,12,文理学部
2363,桂园美食城,黑椒牛柳意面,12,荤,套餐,12,文理学部
2367,桂园美食城,鸡排花饭,12,荤,套餐,12,文理学部
2389,枫园风味食堂,牛肉粉/面/豆丝,12,荤,面食,12,文理学部
2395,枫园风味食堂,手撕鸡饭,12,荤,套餐,12,文理学部
2396,枫园风味食堂,重庆辣子鸡饭,12,荤,套餐,12,文理学部
2397,枫园风味食堂,黑椒鸡柳饭,12,荤,套餐,12,文理学部
2401,枫园风味食堂,土豆酱肉饭,12,荤,套餐,12,文理学部
2408,枫园风味食堂,牛肉汤面,12,荤,面食,12,文理学部
2418,枫园风味食堂,酸菜肉丝汤面,12,荤,面食,12,文理学部
2445,医学部食堂（二楼）,特色干拌面,12,素,面食,12,医学部
2449,枫园风味食堂,肉丝油泼面,12,荤,面食,12,文理学部
2453,枫园风味食堂,榨菜肉丝油泼面,12,荤,面食,12,文理学部
2468,枫园风味食堂,青椒肉片炒面,12,荤,面食,12,文理学部
2469,枫园风味食堂,青椒鸡柳炒面,12,荤,面食,12,文理学部
2484,枫园风味食堂,啤酒鸭饭,12,荤,套餐,12,文理学部
2485,枫园风味食堂,卤水鸡饭,12,荤,套餐,12,文理学部
2486,枫园风味食堂,卤水鸭饭,12,荤,套餐,12,文理学部
2487,枫园风味食堂,香酥鸭饭,12,荤,套餐,12,文理学部
2488,枫园风味食堂,糖醋里脊饭,12,荤,套餐,12,文理学部
2489,枫园风味食堂,糖醋鸡排饭,12,荤,套餐,12,文理学部
2490,枫园风味食堂,椒盐鸡柳饭,12,荤,套餐,12,文理学部
2491,枫园风味食堂,白切鸡饭,12,荤,套餐,12,文理学部
2492,枫园风味食堂,辣子鸡饭,12,荤,套餐,12,文理学部
2503,枫园风味食堂,烤肠饭,12,荤,套餐,12,文理学部
2518,枫园风味食堂,菌三鲜意面,12,素,套餐,12,文理学部
2520,枫园风味食堂,烤肠石锅,12,荤,套餐,12,文理学部
2550,医学部食堂（二楼）,回锅肉,12,荤,份儿菜,12,医学部
2568,医学部食堂（二楼）,蔬菜石锅拌饭,12,素,套餐,12,医学部
2569,医学部食堂（二楼）,辛辣小锅,12,荤,套餐,12,医学部
2601,医学部食堂（二楼）,韩式紫菜鱿鱼鸡蛋炒饭,12,荤,套餐,12,医学部
2609,医学部食堂（二楼）,香芹鲜肉馄饨,12,荤,面食,12,医学部
2610,医学部食堂（二楼）,荠菜鲜肉馄饨,12,荤,面食,12,医学部
2611,医学部食堂（二楼）,香菇鲜鸡肉馄饨,12,荤,面食,12,医学部
2630,工学部二食堂（水苑）,酸菜肉丝汤面,12,荤,面食,12,工学部
2635,工学部二食堂（水苑）,肉丝油泼面,12,荤,面食,12,工学部
2639,工学部二食堂（水苑）,榨菜肉丝油泼面,12,荤,面食,12,工学部
2653,工学部二食堂（水苑）,青椒肉片炒面,12,荤,面食,12,工学部
2654,工学部二食堂（水苑）,青椒鸡柳炒面,12,荤,面食,12,工学部
2663,工学部二食堂（水苑）,牛肉汤面,12,荤,面食,12,工学部
2693,工学部二食堂（水苑）,冷面+鸡蛋+培根（里脊）,12,荤,小吃,12,工学部
2705,工学部二食堂（水苑）,煎饼+鸡蛋+牛肉+培根（里脊）,12,荤,小吃,12,工学部
2750,工学部二食堂（水苑）,孜然蒙古牛肉,12,荤,份儿菜,12,工学部
2751,工学部二食堂（水苑）,麻辣鱼丁,12,荤,份儿菜,12,工学部
2752,工学部二食堂（水苑）,番茄鱼丁,12,荤,份儿菜,12,工学部
2753,工学部二食堂（水苑）,辣子鸡,12,荤,份儿菜,12,工学部
2770,工学部二食堂（水苑）,一纯荤一素一夹荤套餐,12,荤,套餐,12,工学部
2775,工学部二食堂（水苑）,水煮鱼肉片,12,荤,套餐,12,工学部
2776,工学部二食堂（水苑）,水煮毛血旺,12,荤,套餐,12,工学部
2789,工学部二食堂（水苑）,五谷花甲渔粉,12,荤,面食,12,工学部
2790,工学部二食堂（水苑）,香辣肥肠渔粉,12,荤,面食,12,工学部
2791,工学部二食堂（水苑）,麻辣牛肉渔粉,12,荤,面食,12,工学部
2802,工学部二食堂（水苑）,香菇卤肉饭,12,荤,套餐,12,工学部
2804,工学部二食堂（水苑）,咖喱鸡扒饭,12,荤,套餐,12,工学部
2805,工学部二食堂（水苑）,黑椒鸡扒饭,12,荤,套餐,12,工学部
2807,工学部二食堂（水苑）,香煎猪排饭,12,荤,套餐,12,工学部
2821,工学部二食堂（水苑）,香菇肉丝面（粉）,12,荤,面食,12,工学部
2830,工学部二食堂（水苑）,红烧鸡块面（粉）,12,荤,面食,12,工学部
1534,桂园食堂,红烧鱼块,11.5,荤,份儿菜,10,文理学部
1610,桂园食堂,香菇滑鸡饭,11.5,荤,套餐,11.5,文理学部
1616,桂园食堂,小米脆香饭,11.5,荤,套餐,11.5,文理学部
24,信息学部三食堂,金汤鱼粉/面,11,荤,面食,11,信息学部
31,信息学部三食堂,五谷花甲粉/面,11,荤,面食,11,信息学部
50,信息学部三食堂,奥尔良鸡排饭,11,荤,套餐,11,信息学部
55,信息学部三食堂,烤鸭腿饭,11,荤,套餐,11,信息学部
61,信息学部三食堂,鱼香肉丝盖饭,11,荤,套餐,11,信息学部
98,信息学部三食堂,老干妈手撕鸡炒饭,11,荤,套餐,11,信息学部
160,信息学部三食堂,牛肉盖面,11,荤,面食,11,信息学部
297,信息学部三食堂,招牌牛魔热干面,11,荤,面食,11,信息学部
298,信息学部三食堂,香辣牛肚热干面,11,荤,面食,11,信息学部
311,信息学部三食堂,招牌牛魔汤面,11,荤,面食,11,信息学部
312,信息学部三食堂,香辣牛肚汤面,11,荤,面食,11,信息学部
692,信息学部民族食堂,牛肉水饺,11,荤,面食,11,信息学部
718,信息学部一食堂珞珈面馆,牛肉面,11,荤,面食,11,信息学部
744,星湖园食堂,辣子鸡肉饭,11,荤,套餐,11,信息学部
745,星湖园食堂,烤鸭腿饭,11,荤,套餐,11,信息学部
753,星湖园食堂,玉米鲜肉大馄饨,11,荤,面食,11,信息学部
757,星湖园食堂,麻辣红油抄手,11,荤,面食,11,信息学部
760,星湖园食堂,香辣牛肉酱拌面,11,荤,面食,11,信息学部
853,星湖园食堂,金汤鱼粉,11,荤,面食,11,信息学部
856,星湖园食堂,酸辣猪肝鱼粉,11,荤,面食,11,信息学部
859,星湖园食堂,豆豉梭鱼鱼粉,11,荤,面食,11,信息学部
861,星湖园食堂,花甲粉,11,荤,面食,11,信息学部
1056,田园食堂,香菇鲜肉馄饨,11,荤,面食,11,工学部
1067,田园食堂,三鲜面,11,荤,面食,11,工学部
1068,田园食堂,豌豆炸酱面,11,荤,面食,11,工学部
1071,田园食堂,香菇炸酱面,11,荤,面食,11,工学部
1184,湖滨风味食堂,土豆酱肉饭,11,荤,套餐,11,文理学部
1187,湖滨风味食堂,水煮肉片饭,11,荤,套餐,11,文理学部
1277,湖滨风味食堂,猪肝肉丝烫饭,11,荤,套餐,11,文理学部
1290,湖滨风味食堂,水煮鸭血,11,荤,套餐,11,文理学部
1327,湖滨风味食堂,金汤鱼粉,11,荤,面食,11,文理学部
1354,湖滨风味食堂珞珈面馆,襄阳牛肉面,11,荤,面食,11,文理学部
1356,湖滨风味食堂珞珈面馆,红烧大排面,11,荤,面食,11,文理学部
1548,桂园食堂,孜然羊肉盖面,11,荤,面食,11,文理学部
1556,桂园食堂,土豆鸡块盖面,11,荤,面食,11,文理学部
1557,桂园食堂,葱爆羊肉盖面,11,荤,面食,11,文理学部
1608,桂园食堂,小米鸡皇饭,11,荤,套餐,11,文理学部
1641,桂园食堂,土豆酱肉饭,11,荤,套餐,11,文理学部
1644,桂园食堂,水煮肉片饭,11,荤,套餐,11,文理学部
1892,枫园风味食堂,金汤渔粉（面）,11,荤,面食,11,文理学部
1903,枫园风味食堂,牛肉饸饹面,11,荤,面食,11,文理学部
2241,桂园小食,猪肝鸭血砂锅粉,11,荤,套餐,11,文理学部
2242,桂园小食,肉丝猪肝砂锅粉,11,荤,套餐,11,文理学部
2269,桂园清真食堂,老干妈羊肉炒饭,11,荤,套餐,11,文理学部
2272,桂园清真食堂,老干妈兰州炒饭,11,荤,套餐,11,文理学部
2372,枫园风味食堂,酸菜肉丝拌面,11,荤,面食,11,文理学部
2373,枫园风味食堂,排骨烩面,11,荤,面食,11,文理学部
2384,枫园风味食堂,排骨粉/面/豆丝,11,荤,面食,11,文理学部
2390,枫园风味食堂,香菇猪肝粉/面/豆丝,11,荤,面食,11,文理学部
2394,枫园风味食堂,宫保鸡丁饭,11,荤,套餐,11,文理学部
2398,枫园风味食堂,咖喱烧鸡饭,11,荤,套餐,11,文理学部
2415,枫园风味食堂,青椒肉片汤面,11,荤,面食,11,文理学部
2441,医学部食堂（二楼）,牛肉炒拉面,11,荤,面食,11,医学部
2442,医学部食堂（二楼）,肉丝炒拉面,11,荤,面食,11,医学部
2443,医学部食堂（二楼）,肉丝炒刀削面,11,荤,面食,11,医学部
2444,医学部食堂（二楼）,牛肉炒刀削面,11,荤,面食,11,医学部
2459,枫园风味食堂,肉丝砂锅面,11,荤,面食,11,文理学部
2460,枫园风味食堂,榨菜肉丝砂锅面,11,荤,面食,11,文理学部
2461,枫园风味食堂,三鲜砂锅面,11,素,面食,11,文理学部
2493,枫园风味食堂,蜜汁鸡腿饭,11,荤,套餐,11,文理学部
2509,枫园风味食堂,菌三鲜饭,11,素,套餐,11,文理学部
2527,枫园风味食堂,菌三鲜石锅,11,素,套餐,11,文理学部
2600,医学部食堂（二楼）,炭烤鱿鱼鸡蛋炒饭,11,荤,套餐,11,医学部
2606,医学部食堂（二楼）,白菜鲜肉馄饨,11,荤,面食,11,医学部
2607,医学部食堂（二楼）,玉米鲜肉馄饨,11,荤,面食,11,医学部
2608,医学部食堂（二楼）,香菇鲜肉馄饨,11,荤,面食,11,医学部
2627,工学部二食堂（水苑）,青椒肉片汤面,11,荤,面食,11,工学部
2645,工学部二食堂（水苑）,肉丝砂锅面,11,荤,面食,11,工学部
2646,工学部二食堂（水苑）,榨菜肉丝砂锅面,11,荤,面食,11,工学部
2647,工学部二食堂（水苑）,三鲜砂锅面,11,素,面食,11,工学部
2677,工学部二食堂（水苑）,鸡块粉（面）,11,荤,面食,11,工学部
2681,工学部二食堂（水苑）,鸡块烩面,11,荤,面食,11,工学部
2754,工学部二食堂（水苑）,香酥鱼块,11,荤,份儿菜,11,工学部
2755,工学部二食堂（水苑）,糖醋里脊,11,荤,份儿菜,11,工学部
2756,工学部二食堂（水苑）,口味肉丸子,11,荤,份儿菜,11,工学部
2783,工学部二食堂（水苑）,金汤渔粉,11,荤,面食,11,工学部
2854,湖滨食堂,HBEL2855,11,荤,份儿菜,7.7,文理学部
2855,湖滨食堂,HBEL2856,11,荤,份儿菜,7.7,文理学部
2856,湖滨食堂,HBEL2857,11,荤,份儿菜,7.7,文理学部
2857,湖滨食堂,HBEL2858,11,荤,份儿菜,7.7,文理学部
2858,湖滨食堂,HBEL2859,11,荤,份儿菜,7.7,文理学部
2859,湖滨食堂,HBEL2860,11,荤,份儿菜,7.7,文理学部
2860,湖滨食堂,HBEL2861,11,荤,份儿菜,7.7,文理学部
2861,湖滨食堂,HBEL2862,11,荤,份儿菜,7.7,文理学部
2862,湖滨食堂,HBEL2863,11,荤,份儿菜,7.7,文理学部
2863,湖滨食堂,HBEL2864,11,荤,份儿菜,7.7,文理学部
2864,湖滨食堂,HBEL2865,11,荤,份儿菜,7.7,文理学部
2865,湖滨食堂,HBEL2866,11,荤,份儿菜,7.7,文理学部
2866,湖滨食堂,HBEL2867,11,荤,份儿菜,7.7,文理学部
11,信息学部三食堂,大肉串,10,荤,小吃,10,信息学部
12,信息学部三食堂,烤面筋,10,荤,小吃,10,信息学部
13,信息学部三食堂,烤双汇火腿肠,10,荤,小吃,10,信息学部
25,信息学部三食堂,招牌鱼粉/面,10,荤,面食,10,信息学部
26,信息学部三食堂,酸辣鱼粉/面,10,荤,面食,10,信息学部
27,信息学部三食堂,原味鱼粉/面,10,荤,面食,10,信息学部
28,信息学部三食堂,麻辣鱼粉/面,10,荤,面食,10,信息学部
29,信息学部三食堂,番茄鱼粉/面,10,素,面食,10,信息学部
45,信息学部三食堂,黄焖鸭米饭,10,荤,套餐,10,信息学部
49,信息学部三食堂,烤香麻鸡饭,10,荤,套餐,10,信息学部
54,信息学部三食堂,叉烧饭,10,荤,套餐,10,信息学部
57,信息学部三食堂,奥尔良脆排饭,10,荤,套餐,10,信息学部
81,信息学部三食堂,菠萝鸡肉炒饭,10,荤,套餐,10,信息学部
82,信息学部三食堂,老干妈雪菜五花,10,荤,套餐,10,信息学部
85,信息学部三食堂,老干妈玉米五花炒饭,10,荤,套餐,10,信息学部
89,信息学部三食堂,香酥鸡柳炒饭,10,荤,套餐,10,信息学部
103,信息学部三食堂,五香牛肚炒饭,10,荤,套餐,10,信息学部
104,信息学部三食堂,咖喱肉丝炒饭,10,荤,套餐,10,信息学部
112,信息学部三食堂,五花肉炒粉加蛋,10,荤,套餐,10,信息学部
127,信息学部三食堂,肉丝意面,10,荤,套餐,10,信息学部
152,信息学部三食堂,牛肉烩面,10,荤,面食,10,信息学部
159,信息学部三食堂,排骨盖面,10,荤,面食,10,信息学部
164,信息学部三食堂,牛肉泡馍,10,荤,面食,10,信息学部
170,信息学部三食堂,番茄鸡蛋泡饭,10,素,套餐,10,信息学部
200,信息学部三食堂,牛肉汽水包,10,荤,面点,10,信息学部
206,信息学部三食堂,牛肉拉面,10,荤,面食,10,信息学部
207,信息学部三食堂,牛肚拉面,10,荤,面食,10,信息学部
208,信息学部三食堂,牛杂拉面,10,荤,面食,10,信息学部
209,信息学部三食堂,香辣肥肠拉面,10,荤,面食,10,信息学部
216,信息学部三食堂,牛肉刀削面,10,荤,面食,10,信息学部
217,信息学部三食堂,牛肚刀削面,10,荤,面食,10,信息学部
218,信息学部三食堂,牛杂刀削面,10,荤,面食,10,信息学部
219,信息学部三食堂,鱼丸刀削面,10,荤,面食,10,信息学部
226,信息学部三食堂,牛肉米粉,10,荤,面食,10,信息学部
227,信息学部三食堂,牛肚米粉,10,荤,面食,10,信息学部
228,信息学部三食堂,牛杂米粉,10,荤,面食,10,信息学部
229,信息学部三食堂,香辣肥肠米粉,10,荤,面食,10,信息学部
236,信息学部三食堂,牛肉宽粉,10,荤,面食,10,信息学部
237,信息学部三食堂,牛肚宽粉,10,荤,面食,10,信息学部
238,信息学部三食堂,牛杂宽粉,10,荤,面食,10,信息学部
239,信息学部三食堂,香辣肥肠宽粉,10,荤,面食,10,信息学部
251,信息学部三食堂,牛杂酸辣粉,10,荤,面食,10,信息学部
259,信息学部三食堂,鸭肉土豆粉,10,荤,面食,10,信息学部
260,信息学部三食堂,菌菇三鲜土豆粉,10,荤,面食,10,信息学部
262,信息学部三食堂,牛杂土豆粉,10,荤,面食,10,信息学部
271,信息学部三食堂,鸡丝香拌馄饨,10,荤,面食,10,信息学部
285,信息学部三食堂,鸡蛋牛肉手抓饼,10,荤,面点,10,信息学部
290,信息学部三食堂,牛肉土豆肉夹馍,10,荤,面点,10,信息学部
302,信息学部三食堂,椒盐鸭块热干面,10,荤,面食,10,信息学部
303,信息学部三食堂,孜然鸡块热干面,10,荤,面食,10,信息学部
308,信息学部三食堂,生烫肉丝面,10,荤,面食,10,信息学部
314,信息学部三食堂,孜然鸡块汤面,10,荤,面食,10,信息学部
315,信息学部三食堂,椒盐鸡块汤面,10,荤,面食,10,信息学部
323,信息学部三食堂,咖喱鸡块饭,10,荤,套餐,10,信息学部
326,信息学部三食堂,孜然鸡丁饭,10,荤,套餐,10,信息学部
330,信息学部三食堂,青椒脆皮鸡柳饭,10,荤,套餐,10,信息学部
331,信息学部三食堂,干椒鸡丁饭,10,荤,套餐,10,信息学部
334,信息学部三食堂,大白菜烧牛肉丸,10,荤,套餐,10,信息学部
357,信息学部三食堂,日式乌冬面,10,素,面食,10,信息学部
363,信息学部三食堂,鲜肉捞面,10,荤,面食,10,信息学部
625,信息学部二食堂（一楼）,菠萝饭,10,素,套餐,7,信息学部
715,信息学部一食堂珞珈面馆,皮盖面,10,素,面食,10,信息学部
720,信息学部一食堂珞珈面馆,豌杂面,10,素,面食,10,信息学部
743,星湖园食堂,烤鸡腿饭,10,荤,套餐,10,信息学部
751,星湖园食堂,韭菜鲜肉大馄饨,10,荤,面食,10,信息学部
752,星湖园食堂,白菜鲜肉大馄饨,10,荤,面食,10,信息学部
759,星湖园食堂,炸酱拌小刀面,10,荤,面食,10,信息学部
797,星湖园食堂,老干妈牛肉炒饭,10,荤,套餐,10,信息学部
798,星湖园食堂,野山椒牛肉炒饭,10,荤,套餐,10,信息学部
799,星湖园食堂,鸡蛋牛肉炒饭,10,荤,套餐,10,信息学部
800,星湖园食堂,酱肉丁炒饭,10,荤,套餐,10,信息学部
801,星湖园食堂,豆芽牛肉炒饭,10,荤,套餐,10,信息学部
802,星湖园食堂,香菇牛肉炒饭,10,荤,套餐,10,信息学部
803,星湖园食堂,青椒牛肚炒饭,10,荤,套餐,10,信息学部
848,星湖园食堂,招牌鱼粉,10,荤,面食,10,信息学部
849,星湖园食堂,原味鱼粉,10,荤,面食,10,信息学部
850,星湖园食堂,酸辣鱼粉,10,荤,面食,10,信息学部
852,星湖园食堂,麻辣鱼粉,10,荤,面食,10,信息学部
857,星湖园食堂,麻辣牛肉鱼粉,10,荤,面食,10,信息学部
858,星湖园食堂,香辣牛肚鱼粉,10,荤,面食,10,信息学部
860,星湖园食堂,香辣肠鱼粉,10,荤,面食,10,信息学部
895,星湖园食堂,糖醋直排,10,荤,份儿菜,10,信息学部
934,田园食堂,虾仁热干面,10,荤,面食,10,工学部
938,田园食堂,捞汁卤虾仁,10,荤,份儿菜,10,工学部
951,田园食堂,招牌烤鸡,10,荤,份儿菜,10,工学部
952,田园食堂,特色鸡腿饭,10,荤,份儿菜,10,工学部
953,田园食堂,黑椒烤鸡排,10,荤,份儿菜,10,工学部
954,田园食堂,香辣烤鸡排,10,荤,份儿菜,10,工学部
1014,田园食堂,香辣翅中,10,荤,份儿菜,10,工学部
1015,田园食堂,红油猪耳,10,荤,份儿菜,10,工学部
1016,田园食堂,剁椒鱼块,10,荤,份儿菜,10,工学部
1017,田园食堂,豆瓣鲫鱼,10,荤,份儿菜,10,工学部
1018,田园食堂,香菜拌牛肉,10,荤,份儿菜,10,工学部
1019,田园食堂,水煮鱼片,10,荤,份儿菜,10,工学部
1020,田园食堂,炝拌牛杂,10,荤,份儿菜,10,工学部
1021,田园食堂,毛氏红烧肉,10,荤,份儿菜,10,工学部
1022,田园食堂,杭椒腊猪脸,10,荤,份儿菜,10,工学部
1023,田园食堂,干煸带鱼段,10,荤,份儿菜,10,工学部
1024,田园食堂,干煸刁子鱼,10,荤,份儿菜,10,工学部
1025,田园食堂,香辣萝卜牛杂,10,荤,份儿菜,10,工学部
1035,田园食堂,鸡蛋肉丝炒面,10,荤,套餐,10,工学部
1036,田园食堂,鸡蛋香肠炒面,10,荤,套餐,10,工学部
1059,田园食堂,炸酱酸辣苕粉,10,荤,面食,10,工学部
1062,田园食堂,鸭杂粉丝,10,荤,面食,10,工学部
1069,田园食堂,川味炸酱面,10,荤,面食,10,工学部
1070,田园食堂,京味炸酱面,10,荤,面食,10,工学部
1191,湖滨风味食堂,牛肉拉面,10,荤,面食,10,文理学部
1196,湖滨风味食堂,炸酱面,10,荤,面食,10,文理学部
1197,湖滨风味食堂,干拌面,10,荤,面食,10,文理学部
1198,湖滨风味食堂,牛肉刀削面,10,荤,面食,10,文理学部
1201,湖滨风味食堂,牛肉酸菜粉,10,荤,面食,10,文理学部
1203,湖滨风味食堂,羊肉粉丝汤,10,荤,面食,10,文理学部
1204,湖滨风味食堂,红烧茄子拌面,10,素,面食,10,文理学部
1205,湖滨风味食堂,白菜拌面,10,素,面食,10,文理学部
1208,湖滨风味食堂,大盘鸡拌面,10,荤,面食,10,文理学部
1239,湖滨风味食堂,回锅牛肉,10,荤,份儿菜,10,文理学部
1247,湖滨风味食堂,牛肉烩面,10,荤,面食,10,文理学部
1248,湖滨风味食堂,羊肉烩面,10,荤,面食,10,文理学部
1249,湖滨风味食堂,牛肚烩面,10,荤,面食,10,文理学部
1260,湖滨风味食堂,白菜睡觉,10,荤,面食,10,文理学部
1261,湖滨风味食堂,牛肉水饺,10,荤,面食,10,文理学部
1262,湖滨风味食堂,香菇水饺,10,荤,面食,10,文理学部
1272,湖滨风味食堂,招牌三鲜烫饭,10,荤,套餐,10,文理学部
1274,湖滨风味食堂,火腿玉米烫饭,10,荤,套餐,10,文理学部
1275,湖滨风味食堂,青菜猪肝烫饭,10,荤,套餐,10,文理学部
1276,湖滨风味食堂,青菜肉丝烫饭,10,荤,套餐,10,文理学部
