ID,601919.symbol,601919.name,601919.date,601919.open,601919.high,601919.low,601919.close,601919.close_prev,601919.change_pct,601919.volume,601919.amount,601919.turnover,601919.cap_market,601919.cap_total,601919.close_adj,601919.unit,600519.symbol,600519.name,600519.date,600519.open,600519.high,600519.low,600519.close,600519.close_prev,600519.change_pct,600519.volume,600519.amount,600519.turnover,600519.cap_market,600519.cap_total,600519.close_adj,600519.unit,601857.symbol,601857.name,601857.date,601857.open,601857.high,601857.low,601857.close,601857.close_prev,601857.change_pct,601857.volume,601857.amount,601857.turnover,601857.cap_market,601857.cap_total,601857.close_adj,601857.unit
391,601919.SS,中远海控,2021/2/4,12.22,12.26,11.06,11.06,12.29,-10.0081,163380938,1859060776,1.8872,95749757820,1.3559E+11,8.012619,CNY,600519.SS,贵州茅台,2021/2/4,2191,2330,2191,2320.85,2189.91,5.9792,6385101,14596930188,0.5083,2.92E+12,2.92E+12,2274.6583,CNY,601857.SS,中国石油,2021/2/4,4.11,4.11,4.05,4.09,4.09,0,81347240,331741542,0.0502,6.62E+11,7.49E+11,3.860363,CNY
392,601919.SS,中远海控,2021/2/5,10.77,11.08,10.45,10.49,11.06,-5.1537,209570175,2253133102,2.4207,90815095798,1.28602E+11,7.599672,CNY,600519.SS,贵州茅台,2021/2/5,2325,2364.6,2291,2313,2320.85,-0.3382,3972906,9253566205,0.3163,2.91E+12,2.91E+12,2266.9645,CNY,601857.SS,中国石油,2021/2/5,4.1,4.11,4.07,4.09,4.09,0,60496214,247240992,0.0374,6.62E+11,7.49E+11,3.860363,CNY
393,601919.SS,中远海控,2021/2/8,10.76,10.98,10.35,10.6,10.49,1.0486,181944667,1929740418,2.1016,91767398995,1.29951E+11,7.679364,CNY,600519.SS,贵州茅台,2021/2/8,2337,2378.88,2313,2368.8,2313,2.4125,3578573,8420758625,0.2849,2.98E+12,2.98E+12,2321.6539,CNY,601857.SS,中国石油,2021/2/8,4.1,4.12,4.08,4.12,4.09,0.7335,70048415,287662928,0.0433,6.67E+11,7.54E+11,3.888679,CNY
394,601919.SS,中远海控,2021/2/9,10.6,11.16,10.44,11.03,10.6,4.0566,165324799,1795607349,1.9097,95490038766,1.35223E+11,7.990885,CNY,600519.SS,贵州茅台,2021/2/9,2368.8,2456.43,2350,2456.43,2368.8,3.6993,3329655,7972930045,0.2651,3.09E+12,3.09E+12,2407.5398,CNY,601857.SS,中国石油,2021/2/9,4.12,4.19,4.11,4.17,4.12,1.2136,100174773,416136227,0.0619,6.75E+11,7.63E+11,3.935872,CNY
395,601919.SS,中远海控,2021/2/10,10.85,11.02,10.63,10.87,11.03,-1.4506,142240568,1538585165,1.643,94104870479,1.33261E+11,7.87497,CNY,600519.SS,贵州茅台,2021/2/10,2485,2601.2,2485,2601,2456.43,5.8854,6137057,15675929714,0.4885,3.27E+12,3.27E+12,2549.2325,CNY,601857.SS,中国石油,2021/2/10,4.16,4.22,4.15,4.2,4.17,0.7194,89065007,373293793,0.055,6.80E+11,7.69E+11,3.964187,CNY
396,601919.SS,中远海控,2021/2/18,11.44,11.96,11.24,11.9,10.87,9.4756,206541545,2441560760,2.3857,1.03022E+11,1.45888E+11,8.621173,CNY,600519.SS,贵州茅台,2021/2/18,2587.98,2627.88,2465,2471,2601,-4.9981,6591232,16704135269,0.5247,3.10E+12,3.10E+12,2421.8199,CNY,601857.SS,中国石油,2021/2/18,4.43,4.48,4.35,4.38,4.2,4.2857,453701363,2006809609,0.2802,7.09E+11,8.02E+11,4.134081,CNY
397,601919.SS,中远海控,2021/2/19,12,12.34,11.41,12.2,11.9,2.521,209006605,2488150330,2.4142,1.05619E+11,1.49566E+11,8.838513,CNY,600519.SS,贵州茅台,2021/2/19,2451.16,2496.66,2381.6,2460,2471,-0.4452,5938546,14525164525,0.4727,3.09E+12,3.09E+12,2411.0388,CNY,601857.SS,中国石油,2021/2/19,4.34,4.36,4.29,4.32,4.38,-1.3699,209440542,905330109,0.1293,7.00E+11,7.91E+11,4.07745,CNY
398,601919.SS,中远海控,2021/2/22,12.35,13.15,12.03,12.7,12.2,4.0984,235445264,2995980473,2.7196,1.09948E+11,1.55696E+11,9.200747,CNY,600519.SS,贵州茅台,2021/2/22,2455,2455,2278.22,2288.02,2460,-6.9911,7893547,18498777223,0.6284,2.87E+12,2.87E+12,2242.4817,CNY,601857.SS,中国石油,2021/2/22,4.34,4.53,4.33,4.45,4.32,3.0093,360095877,1599993291,0.2224,7.21E+11,8.14E+11,4.200151,CNY
399,601919.SS,中远海控,2021/2/23,12.42,13.15,12.28,12.52,12.7,-1.4173,153965940,1963862047,1.7785,1.08389E+11,1.53489E+11,9.070343,CNY,600519.SS,贵州茅台,2021/2/23,2265.14,2344.89,2265,2307,2288.02,0.8295,5745460,13316110795,0.4574,2.90E+12,2.90E+12,2261.0839,CNY,601857.SS,中国石油,2021/2/23,4.51,4.54,4.45,4.48,4.45,0.6742,262327277,1178545178,0.162,7.25E+11,8.20E+11,4.228467,CNY
400,601919.SS,中远海控,2021/2/24,12.38,12.85,12.1,12.42,12.52,-0.7987,127310758,1595216061,1.4706,1.07524E+11,1.52263E+11,8.997896,CNY,600519.SS,贵州茅台,2021/2/24,2307.99,2318,2160.5,2189,2307,-5.1149,8211578,18195034445,0.6537,2.75E+12,2.75E+12,2145.4325,CNY,601857.SS,中国石油,2021/2/24,4.48,4.48,4.3,4.36,4.48,-2.6786,221193140,972012394,0.1366,7.06E+11,7.98E+11,4.115204,CNY
401,601919.SS,中远海控,2021/2/25,12.8,13.31,12.65,13.31,12.42,7.1659,168747356,2202557213,1.9492,1.15229E+11,1.63174E+11,9.642673,CNY,600519.SS,贵州茅台,2021/2/25,2209,2224.5,2121.21,2150,2189,-1.7816,5972643,12982145755,0.4755,2.70E+12,2.70E+12,2107.2087,CNY,601857.SS,中国石油,2021/2/25,4.43,4.5,4.41,4.43,4.36,1.6055,190364182,845552669,0.1176,7.17E+11,8.11E+11,4.181274,CNY
402,601919.SS,中远海控,2021/2/26,12.8,12.98,12.42,12.64,13.31,-5.0338,139169923,1772474115,1.6075,1.09428E+11,1.5496E+11,9.157279,CNY,600519.SS,贵州茅台,2021/2/26,2100,2179.95,2067.3,2122.78,2150,-1.266,6652506,14097015494,0.5296,2.67E+12,2.67E+12,2080.5305,CNY,601857.SS,中国石油,2021/2/26,4.37,4.41,4.35,4.36,4.43,-1.5801,129860843,568304970,0.0802,7.06E+11,7.98E+11,4.115204,CNY
403,601919.SS,中远海控,2021/3/1,12.8,13.37,12.66,12.92,12.64,2.2152,127964811,1665429913,1.4781,1.11852E+11,1.58393E+11,9.36013,CNY,600519.SS,贵州茅台,2021/3/1,2179,2179,2120,2158,2122.78,1.6591,4491626,9686945529,0.3576,2.71E+12,2.71E+12,2115.0495,CNY,601857.SS,中国石油,2021/3/1,4.39,4.4,4.33,4.37,4.36,0.2294,112500173,490738680,0.0695,7.08E+11,8.00E+11,4.124643,CNY
404,601919.SS,中远海控,2021/3/2,13.1,13.1,11.63,11.63,12.92,-9.9845,195182922,2344085288,2.2545,1.00684E+11,1.42578E+11,8.425566,CNY,600519.SS,贵州茅台,2021/3/2,2180,2180,2033,2058,2158,-4.6339,7076450,14796698646,0.5633,2.59E+12,2.59E+12,2017.0398,CNY,601857.SS,中国石油,2021/3/2,4.34,4.35,4.26,4.27,4.37,-2.2883,158120480,679085001,0.0977,6.91E+11,7.81E+11,4.030257,CNY
405,601919.SS,中远海控,2021/3/3,11.3,11.68,11.06,11.6,11.63,-0.258,132196166,1506361061,1.527,1.00425E+11,1.42211E+11,8.403832,CNY,600519.SS,贵州茅台,2021/3/3,2040,2149.77,2033,2140,2058,3.9845,5421546,11366685429,0.4316,2.69E+12,2.69E+12,2097.4077,CNY,601857.SS,中国石油,2021/3/3,4.28,4.33,4.26,4.31,4.27,0.9368,103706925,445787367,0.064,6.98E+11,7.89E+11,4.068011,CNY
406,601919.SS,中远海控,2021/3/4,11.35,11.41,10.67,10.8,11.6,-6.8966,171901584,1883655433,1.9856,93498859354,1.32403E+11,7.824258,CNY,600519.SS,贵州茅台,2021/3/4,2095,2096,2010.1,2033,2140,-5,6508829,13297304316,0.5181,2.55E+12,2.55E+12,1992.5373,CNY,601857.SS,中国石油,2021/3/4,4.32,4.37,4.31,4.33,4.31,0.464,120797848,523389175,0.0746,7.01E+11,7.92E+11,4.086888,CNY
407,601919.SS,中远海控,2021/3/5,10.2,10.85,10.2,10.65,10.8,-1.3889,101471811,1072842477,1.1721,92200264085,1.30564E+11,7.715587,CNY,600519.SS,贵州茅台,2021/3/5,2000,2095,1988,2060.11,2033,1.3335,6377920,13100315985,0.5077,2.59E+12,2.59E+12,2019.1078,CNY,601857.SS,中国石油,2021/3/5,4.39,4.43,4.34,4.42,4.33,2.0785,212177099,932162550,0.131,7.16E+11,8.09E+11,4.171835,CNY
408,601919.SS,中远海控,2021/3/8,10.89,10.94,9.59,9.62,10.65,-9.6714,217931287,2186815090,2.5173,83283243239,1.17937E+11,6.969385,CNY,600519.SS,贵州茅台,2021/3/8,2074.96,2085,1960,1960,2060.11,-4.8594,6309959,12724245990,0.5023,2.46E+12,2.46E+12,1920.9903,CNY,601857.SS,中国石油,2021/3/8,4.53,4.58,4.49,4.51,4.42,2.0362,317476844,1442799230,0.1961,7.30E+11,8.25E+11,4.256782,CNY
409,601919.SS,中远海控,2021/3/9,10.1,10.58,9.93,10.27,9.62,6.7568,308582636,3203310130,3.5644,88910489404,1.25905E+11,7.440289,CNY,600519.SS,贵州茅台,2021/3/9,1955,2000,1900.18,1936.99,1960,-1.174,8226581,16100769579,0.6549,2.43E+12,2.43E+12,1898.4382,CNY,601857.SS,中国石油,2021/3/9,4.48,4.52,4.41,4.47,4.51,-0.8869,198175668,884804704,0.1224,7.24E+11,8.18E+11,4.219028,CNY
410,601919.SS,中远海控,2021/3/10,10.14,10.41,9.91,10.1,10.27,-1.6553,167422184,1703849122,1.9339,87438748099,1.23821E+11,7.31713,CNY,600519.SS,贵州茅台,2021/3/10,1977,1999.87,1967,1970.01,1936.99,1.7047,5117174,10136910284,0.4074,2.47E+12,2.47E+12,1930.801,CNY,601857.SS,中国石油,2021/3/10,4.46,4.47,4.39,4.39,4.47,-1.7897,116971016,518078260,0.0722,7.11E+11,8.03E+11,4.14352,CNY
411,601919.SS,中远海控,2021/3/11,10.49,11.06,10.35,11.05,10.1,9.4059,177026335,1909764435,2.0448,95663184802,1.35468E+11,8.005375,CNY,600519.SS,贵州茅台,2021/3/11,1975,2079.99,1961.48,2048,1970.01,3.9589,5676897,11521736384,0.4519,2.57E+12,2.57E+12,2007.2388,CNY,601857.SS,中国石油,2021/3/11,4.42,4.45,4.39,4.44,4.39,1.139,106602200,471419674,0.0658,7.19E+11,8.13E+11,4.190712,CNY
412,601919.SS,中远海控,2021/3/12,11.07,11.43,10.87,11.15,11.05,0.905,137726443,1531618294,1.5909,96528914981,1.36694E+11,8.077822,CNY,600519.SS,贵州茅台,2021/3/12,2070,2077,2002.01,2026,2048,-1.0742,4032251,8181594631,0.321,2.55E+12,2.55E+12,1985.6767,CNY,601857.SS,中国石油,2021/3/12,4.46,4.48,4.41,4.45,4.44,0.2252,108147674,480526340,0.0668,7.21E+11,8.14E+11,4.200151,CNY
413,601919.SS,中远海控,2021/3/15,11,11.34,10.72,10.91,11.15,-2.1525,125947129,1379813356,1.4548,94451162551,1.33751E+11,7.903949,CNY,600519.SS,贵州茅台,2021/3/15,2050,2069.8,1951.15,1975.45,2026,-2.4951,6248487,12459955712,0.4974,2.48E+12,2.48E+12,1936.1328,CNY,601857.SS,中国石油,2021/3/15,4.43,4.52,4.43,4.51,4.45,1.3483,143431847,644391276,0.0886,7.30E+11,8.25E+11,4.256782,CNY
414,601919.SS,中远海控,2021/3/16,10.95,11.67,10.82,11.41,10.91,4.583,147432554,1667923272,1.703,98779813447,1.39881E+11,8.266183,CNY,600519.SS,贵州茅台,2021/3/16,1974.93,2019.99,1965,2010.5,1975.45,1.7743,3464850,6918600717,0.2758,2.53E+12,2.53E+12,1970.4852,CNY,601857.SS,中国石油,2021/3/16,4.49,4.5,4.44,4.47,4.51,-0.8869,92965905,414855664,0.0574,7.24E+11,8.18E+11,4.219028,CNY
415,601919.SS,中远海控,2021/3/17,11.36,12.55,11.3,12.55,11.41,9.9912,219703076,2689878203,2.5378,1.08649E+11,1.53857E+11,9.092077,CNY,600519.SS,贵州茅台,2021/3/17,2000,2050,1976.01,2030.36,2010.5,0.9878,3137491,6352656523,0.2498,2.55E+12,2.55E+12,1989.9499,CNY,601857.SS,中国石油,2021/3/17,4.45,4.45,4.39,4.44,4.47,-0.6711,92878001,410329613,0.0574,7.19E+11,8.13E+11,4.190712,CNY
416,601919.SS,中远海控,2021/3/18,12.95,13.12,12.6,12.96,12.55,3.2669,223296034,2875012802,2.5793,1.12199E+11,1.58883E+11,9.389109,CNY,600519.SS,贵州茅台,2021/3/18,2035,2086.36,2035,2069.7,2030.36,1.9376,3386488,6997030294,0.2696,2.60E+12,2.60E+12,2028.5069,CNY,601857.SS,中国石油,2021/3/18,4.43,4.44,4.41,4.41,4.44,-0.6757,77613380,343180296,0.0479,7.14E+11,8.07E+11,4.162397,CNY
417,601919.SS,中远海控,2021/3/19,12.85,13.47,12.41,12.57,12.96,-3.0093,239245871,3084960578,2.7635,1.08822E+11,1.54102E+11,9.106567,CNY,600519.SS,贵州茅台,2021/3/19,2035,2043,1992.23,2010,2069.7,-2.8845,3578077,7211521835,0.2848,2.52E+12,2.52E+12,1969.9951,CNY,601857.SS,中国石油,2021/3/19,4.32,4.36,4.3,4.32,4.41,-2.0408,146109801,632201307,0.0902,7.00E+11,7.91E+11,4.07745,CNY
418,601919.SS,中远海控,2021/3/22,13,13.42,12.73,13.01,12.57,3.5004,186129211,2429555658,2.15,1.12631E+11,1.59496E+11,9.425333,CNY,600519.SS,贵州茅台,2021/3/22,2000.1,2026.09,1955.55,1989.99,2010,-0.9955,3691407,7323391311,0.2939,2.50E+12,2.50E+12,1950.3834,CNY,601857.SS,中国石油,2021/3/22,4.31,4.36,4.3,4.36,4.32,0.9259,75187588,325738439,0.0464,7.06E+11,7.98E+11,4.115204,CNY
419,601919.SS,中远海控,2021/3/23,13.05,13.16,12,12.18,13.01,-6.3797,209784058,2605200841,2.4232,1.05446E+11,1.49321E+11,8.824024,CNY,600519.SS,贵州茅台,2021/3/23,1998.88,2008.8,1970,1996,1989.99,0.302,2744619,5459520703,0.2185,2.51E+12,2.51E+12,1956.2737,CNY,601857.SS,中国石油,2021/3/23,4.35,4.35,4.31,4.32,4.36,-0.9174,63729753,275666312,0.0394,7.00E+11,7.91E+11,4.07745,CNY
420,601919.SS,中远海控,2021/3/24,11.91,12.05,10.96,10.96,12.18,-10.0164,231624820,2628969217,2.6755,94884027640,1.34364E+11,7.940173,CNY,600519.SS,贵州茅台,2021/3/24,1981,2013,1981,1989,1996,-0.3507,2935739,5857848160,0.2337,2.50E+12,2.50E+12,1949.4131,CNY,601857.SS,中国石油,2021/3/24,4.29,4.3,4.26,4.27,4.32,-1.1574,88091142,376815452,0.0544,6.91E+11,7.81E+11,4.030257,CNY
421,601919.SS,中远海控,2021/3/25,10.64,11.56,10.62,11.33,10.96,3.3759,162938339,1823570371,1.8821,98087229303,1.389E+11,8.208226,CNY,600519.SS,贵州茅台,2021/3/25,1970.01,1988.88,1946.8,1971,1989,-0.905,3157523,6216733244,0.2514,2.48E+12,2.48E+12,1931.7713,CNY,601857.SS,中国石油,2021/3/25,4.3,4.32,4.28,4.28,4.27,0.2342,65311351,280798104,0.0403,6.93E+11,7.83E+11,4.039696,CNY
422,601919.SS,中远海控,2021/3/26,11.61,12.45,11.52,12.28,11.33,8.3848,172157097,2085158138,1.9886,1.06312E+11,1.50547E+11,8.896471,CNY,600519.SS,贵州茅台,2021/3/26,1985,2022,1958,2013,1971,2.1309,5001642,9987629444,0.3982,2.53E+12,2.53E+12,1972.9354,CNY,601857.SS,中国石油,2021/3/26,4.29,4.31,4.27,4.29,4.28,0.2336,59173993,253819520,0.0365,6.95E+11,7.85E+11,4.049134,CNY
423,601919.SS,中远海控,2021/3/29,12.63,12.63,11.45,11.86,12.28,-3.4202,178980094,2136760680,2.0674,1.02676E+11,1.45398E+11,8.592194,CNY,600519.SS,贵州茅台,2021/3/29,2043.2,2096.35,2026.15,2034.1,2013,1.0482,5699220,11740129413,0.4537,2.56E+12,2.56E+12,1993.6154,CNY,601857.SS,中国石油,2021/3/29,4.31,4.34,4.29,4.3,4.29,0.2331,85542117,368839588,0.0528,6.96E+11,7.87E+11,4.058573,CNY
424,601919.SS,中远海控,2021/3/30,11.92,12.3,11.7,12.29,11.86,3.6256,147198234,1773537951,1.7003,1.06398E+11,1.5067E+11,8.903715,CNY,600519.SS,贵州茅台,2021/3/30,2040,2086,2035.08,2056.05,2034.1,1.0791,3262697,6717493350,0.2597,2.58E+12,2.58E+12,2015.1286,CNY,601857.SS,中国石油,2021/3/30,4.31,4.32,4.29,4.3,4.3,0,69064287,296944196,0.0427,6.96E+11,7.87E+11,4.058573,CNY
425,601919.SS,中远海控,2021/3/31,12.28,13.52,11.8,13.52,12.29,10.0081,250425422,3166145952,2.8926,1.17047E+11,1.65749E+11,9.794811,CNY,600519.SS,贵州茅台,2021/3/31,2045.1,2046.02,2000,2009,2056.05,-2.2884,3715441,7489086233,0.2958,2.52E+12,2.52E+12,1969.015,CNY,601857.SS,中国石油,2021/3/31,4.29,4.31,4.27,4.3,4.3,0,73192943,313973043,0.0452,6.96E+11,7.87E+11,4.058573,CNY
426,601919.SS,中远海控,2021/4/1,13.7,14.55,13.4,14.08,13.52,4.142,289653525,4025198560,3.3458,1.21895E+11,1.72614E+11,10.200514,CNY,600519.SS,贵州茅台,2021/4/1,2021,2046.8,2001.22,2044.5,2009,1.767,2658763,5379775870,0.2117,2.57E+12,2.57E+12,2003.8085,CNY,601857.SS,中国石油,2021/4/1,4.3,4.3,4.27,4.28,4.3,-0.4651,60253780,257730962,0.0372,6.93E+11,7.83E+11,4.039696,CNY
427,601919.SS,中远海控,2021/4/2,14,14.54,13.73,14.1,14.08,0.142,190416560,2687175063,2.1995,1.22068E+11,1.72859E+11,10.215003,CNY,600519.SS,贵州茅台,2021/4/2,2056,2165,2056,2162,2044.5,5.7471,5202757,10981752658,0.4142,2.72E+12,2.72E+12,2118.9699,CNY,601857.SS,中国石油,2021/4/2,4.3,4.3,4.27,4.28,4.28,0,65511675,280812103,0.0405,6.93E+11,7.83E+11,4.039696,CNY
428,601919.SS,中远海控,2021/4/6,14.2,15.12,14.2,14.68,14.1,4.1135,198757028,2913608212,2.2958,1.27089E+11,1.7997E+11,10.635195,CNY,600519.SS,贵州茅台,2021/4/6,2161,2161.98,2102.3,2126.03,2162,-1.6637,3274177,6967525037,0.2606,2.67E+12,2.67E+12,2083.7158,CNY,601857.SS,中国石油,2021/4/6,4.27,4.28,4.24,4.25,4.28,-0.7009,63693232,270872565,0.0393,6.88E+11,7.78E+11,4.01138,CNY
429,601919.SS,中远海控,2021/4/7,16.15,16.15,16.15,16.15,14.68,10.0136,37810703,610642853,0.4367,1.39815E+11,1.97991E+11,11.700163,CNY,600519.SS,贵州茅台,2021/4/7,2104.06,2117.3,2050,2061,2126.03,-3.0588,4020097,8317799925,0.32,2.59E+12,2.59E+12,2019.9801,CNY,601857.SS,中国石油,2021/4/7,4.24,4.28,4.24,4.27,4.25,0.4706,69200985,294963300,0.0427,6.91E+11,7.81E+11,4.030257,CNY
430,601919.SS,中远海控,2021/4/8,17.37,17.77,15.94,16,16.15,-0.9288,578133755,9807762389,6.678,1.38517E+11,1.96152E+11,11.591493,CNY,600519.SS,贵州茅台,2021/4/8,2047.03,2079,2044,2070,2061,0.4367,2854762,5893307514,0.2273,2.60E+12,2.60E+12,2028.8009,CNY,601857.SS,中国石油,2021/4/8,4.26,4.28,4.25,4.26,4.27,-0.2342,61459554,261998720,0.038,6.90E+11,7.80E+11,4.020819,CNY
431,601919.SS,中远海控,2021/4/9,15.9,17.23,15.9,16.64,16,4,435603244,7215466451,5.0316,1.44058E+11,2.03999E+11,12.055152,CNY,600519.SS,贵州茅台,2021/4/9,2042,2054,2005.01,2020,2070,-2.4155,2880886,5832453812,0.2293,2.54E+12,2.54E+12,1979.7961,CNY,601857.SS,中国石油,2021/4/9,4.25,4.29,4.25,4.27,4.26,0.2347,70902434,302752478,0.0438,6.91E+11,7.81E+11,4.030257,CNY
432,601919.SS,中远海控,2021/4/12,16.61,16.71,14.99,15.26,16.64,-8.2933,398304110,6184606153,4.6008,1.3211E+11,1.8708E+11,11.055386,CNY,600519.SS,贵州茅台,2021/4/12,2011,2030,1991.7,2008.89,2020,-0.55,3194307,6409917318,0.2543,2.52E+12,2.52E+12,1968.9072,CNY,601857.SS,中国石油,2021/4/12,4.27,4.3,4.26,4.28,4.27,0.2342,71342216,305391371,0.0441,6.93E+11,7.83E+11,4.039696,CNY
433,601919.SS,中远海控,2021/4/13,15.38,15.49,14.48,14.51,15.26,-4.9148,301471435,4491807255,3.4823,1.25617E+11,1.77886E+11,10.512035,CNY,600519.SS,贵州茅台,2021/4/13,2020,2049.8,2009,2021,2008.89,0.6028,2899215,5883787293,0.2308,2.54E+12,2.54E+12,1980.7762,CNY,601857.SS,中国石油,2021/4/13,4.28,4.29,4.23,4.25,4.28,-0.7009,72718016,309045958,0.0449,6.88E+11,7.78E+11,4.01138,CNY
434,601919.SS,中远海控,2021/4/14,14.49,14.86,14.33,14.52,14.51,0.0689,219033237,3194510661,2.53,1.25704E+11,1.78008E+11,10.51928,CNY,600519.SS,贵州茅台,2021/4/14,2035,2048,2016,2047,2021,1.2865,2411465,4908790023,0.192,2.57E+12,2.57E+12,2006.2587,CNY,601857.SS,中国石油,2021/4/14,4.25,4.26,4.23,4.25,4.25,0,47314417,200902280,0.0292,6.88E+11,7.78E+11,4.01138,CNY
435,601919.SS,中远海控,2021/4/15,14.63,14.72,14.19,14.29,14.52,-1.584,171816087,2477861402,1.9846,1.23713E+11,1.75189E+11,10.352652,CNY,600519.SS,贵州茅台,2021/4/15,2030.9,2046.9,1990,2015.6,2047,-1.534,3436621,6903769490,0.2736,2.53E+12,2.53E+12,1975.4836,CNY,601857.SS,中国石油,2021/4/15,4.27,4.27,4.25,4.27,4.25,0.4706,61020370,259925275,0.0377,6.91E+11,7.81E+11,4.030257,CNY
436,601919.SS,中远海控,2021/4/16,14.4,15.18,14.32,15.02,14.29,5.1085,236056278,3480460775,2.7267,1.30033E+11,1.84138E+11,10.881514,CNY,600519.SS,贵州茅台,2021/4/16,2025.08,2068,2012,2054.98,2015.6,1.9538,3029370,6183895054,0.2412,2.58E+12,2.58E+12,2014.0799,CNY,601857.SS,中国石油,2021/4/16,4.27,4.32,4.26,4.31,4.27,0.9368,84298740,362021098,0.0521,6.98E+11,7.89E+11,4.068011,CNY
437,601919.SS,中远海控,2021/4/19,14.9,15.05,14.65,15.05,15.02,0.1997,187465160,2788035368,2.1654,1.30292E+11,1.84506E+11,10.903248,CNY,600519.SS,贵州茅台,2021/4/19,2055,2098.36,2033,2088,2054.98,1.6068,3175391,6610577917,0.2528,2.62E+12,2.62E+12,2046.4427,CNY,601857.SS,中国石油,2021/4/19,4.31,4.31,4.28,4.29,4.31,-0.464,92841650,398259560,0.0573,6.95E+11,7.85E+11,4.049134,CNY
438,601919.SS,中远海控,2021/4/20,14.8,15.55,14.72,14.77,15.05,-1.8605,198121058,2982130286,2.2885,1.27868E+11,1.81073E+11,10.700397,CNY,600519.SS,贵州茅台,2021/4/20,2071.1,2129,2070,2094.8,2088,0.3257,2829037,5949669953,0.2252,2.63E+12,2.63E+12,2053.1073,CNY,601857.SS,中国石油,2021/4/20,4.28,4.29,4.26,4.27,4.29,-0.4662,55123941,235633276,0.034,6.91E+11,7.81E+11,4.030257,CNY
439,601919.SS,中远海控,2021/4/21,14.36,15.15,14.18,14.86,14.77,0.6093,187508113,2737270575,2.1659,1.28648E+11,1.82177E+11,10.765599,CNY,600519.SS,贵州茅台,2021/4/21,2076,2097.8,2065.1,2080,2094.8,-0.7065,2614975,5446145952,0.2082,2.61E+12,2.61E+12,2038.6019,CNY,601857.SS,中国石油,2021/4/21,4.26,4.27,4.23,4.23,4.27,-0.9368,81596140,346116024,0.0504,6.85E+11,7.74E+11,3.992503,CNY
440,601919.SS,中远海控,2021/4/22,15.3,15.88,15.11,15.64,14.86,5.249,265773885,4122595495,3.0699,1.354E+11,1.91739E+11,11.330684,CNY,600519.SS,贵州茅台,2021/4/22,2089.9,2099,2051.5,2055.5,2080,-1.1779,2685002,5539295656,0.2137,2.58E+12,2.58E+12,2014.5895,CNY,601857.SS,中国石油,2021/4/22,4.24,4.24,4.15,4.17,4.23,-1.4184,162949740,683413693,0.1006,6.75E+11,7.63E+11,3.935872,CNY
441,601919.SS,中远海控,2021/4/23,15.43,15.84,15.23,15.51,15.64,-0.8312,165856442,2578763814,1.9158,1.34275E+11,1.90145E+11,11.236503,CNY,600519.SS,贵州茅台,2021/4/23,2055.97,2119.88,2052.5,2108.94,2055.5,2.5999,3346277,7002695288,0.2664,2.65E+12,2.65E+12,2066.9659,CNY,601857.SS,中国石油,2021/4/23,4.17,4.18,4.15,4.17,4.17,0,56813040,236286720,0.0351,6.75E+11,7.63E+11,3.935872,CNY
442,601919.SS,中远海控,2021/4/26,15.7,16.62,15.6,16.12,15.51,3.9329,238912359,3860496234,2.7597,1.39556E+11,1.97624E+11,11.678429,CNY,600519.SS,贵州茅台,2021/4/26,2132,2135,2073.6,2077.82,2108.94,-1.4756,3404511,7160836874,0.271,2.61E+12,2.61E+12,2036.4653,CNY,601857.SS,中国石油,2021/4/26,4.17,4.19,4.16,4.17,4.17,0,55434274,231327215,0.0342,6.75E+11,7.63E+11,3.935872,CNY
443,601919.SS,中远海控,2021/4/27,16.24,17.67,15.91,17.37,16.12,7.7543,300293061,5019525531,3.4687,1.50377E+11,2.12948E+11,12.584014,CNY,600519.SS,贵州茅台,2021/4/27,2087.08,2095.25,2065.09,2094.44,2077.82,0.7999,2210785,4607779002,0.176,2.63E+12,2.63E+12,2052.7545,CNY,601857.SS,中国石油,2021/4/27,4.17,4.17,4.12,4.14,4.17,-0.7194,59998330,248355940,0.0371,6.70E+11,7.58E+11,3.907556,CNY
444,601919.SS,中远海控,2021/4/28,17.27,17.54,16.68,17.25,17.37,-0.6908,217133521,3709684732,2.5081,1.49338E+11,2.11477E+11,12.497078,CNY,600519.SS,贵州茅台,2021/4/28,2010,2047.5,2003,2042,2094.44,-2.5038,8134295,16463574637,0.6475,2.57E+12,2.57E+12,2001.3582,CNY,601857.SS,中国石油,2021/4/28,4.14,4.17,4.13,4.17,4.14,0.7246,45653797,189551672,0.0282,6.75E+11,7.63E+11,3.935872,CNY
445,601919.SS,中远海控,2021/4/29,17.39,18.75,16.93,18.37,17.25,6.4928,301301443,5377527983,3.4803,1.59035E+11,2.25208E+11,13.308483,CNY,600519.SS,贵州茅台,2021/4/29,2047.04,2049.94,2014,2026.36,2042,-0.7659,4128378,8370431228,0.3286,2.55E+12,2.55E+12,1986.0295,CNY,601857.SS,中国石油,2021/4/29,4.18,4.21,4.17,4.2,4.17,0.7194,69819050,292917281,0.0431,6.80E+11,7.69E+11,3.964187,CNY
